2
KEY,WORDS,MULTIPLICITY
,{ 429,1
,{ 434,1
,{ 435,1
,{ 436,1
,{ 439,1
,{ 441,1
,{ 442,1
,{ 445,1
,{ 447,1
,{ 448,1
,{ 450,1
,{ 454,1
,{ 458,1
,{ 461,1
,{ 463,1
,{ 464,1
,{ 465,1
,{ 467,1
,{ 468,1
,{ 469,1
,{ 470,1
,{ 471,1
,{ 472,1
,{ 478,1
,{ 479,1
,{ 481,1
,{ 484,1
,{ 485,1
,{ 487,1
,{ 489,1
,{ 491,1
,{ 496,1
,{ 501,1
,{ 503,1
,{ 504,1
,{ 506,1
,{ 507,1
,{ 510,1
,{ 514,1
,{ 520,1
,{ 522,1
,{ 524,1
,{ 525,1
,{ 528,1
,{ 533,1
,{ 535,1
,{ 536,1
,{ 538,1
,{ 539,1
,{ 540,1
,{ 541,1
,{ 544,1
,{ 549,1
,{ 553,1
,{ 554,1
,{ 555,1
,{ 556,1
,{ 560,1
,{ 563,1
,{ 564,1
,{ 565,1
,{ 571,1
,{ 573,1
,{ 575,1
,{ 577,1
,{ 579,1
,{ 583,1
,{ 586,1
,{ 589,1
,{ 590,1
,{ 591,1
,{ 592,1
,{ 594,1
,{ 595,1
,{ 599,1
,{ 600,1
,{ 602,1
,{ 603,1
,{ 604,1
,{ 607,1
,{ 608,1
,{ 613,1
,{ 616,1
,{ 618,1
,{ 621,1
,{ 623,1
,{ 625,1
,{ 626,1
,{ 629,1
,{ 632,1
,{ 639,1
,{ 642,1
,{ 644,1
,{ 648,1
,{ 649,1
,{ 650,1
,{ 654,1
,{ 656,1
,{ 658,1
,{ 659,1
,{ 660,1
,{ 661,1
,{ 662,1
,{ 665,1
,{ 667,1
,{ 671,1
,{ 673,1
,{ 674,1
,{ 678,1
,{ 680,1
,{ 683,1
,{ 684,1
,{ 686,1
,{ 687,1
,{ 691,1
,{ 694,1
,{ 697,1
,{ 698,1
,{ 702,1
,{ 706,1
,{ 707,1
,{ 710,1
,{ 712,1
,{ 714,1
,{ 715,1
,{ 716,1
,{ 717,1
,{ 720,1
,{ 721,1
,{ 722,1
,{ 725,1
,{ 729,1
,{ 731,1
,{ 733,1
,{ 735,1
,{ 736,1
,{ 738,1
,{ 742,1
,{ 744,1
,{ 748,1
,{ 753,1
,{ 754,1
,{ 756,1
,{ 757,1
,{ 759,1
,{ 763,1
,{ 764,1
,{ 767,1
,{ 769,1
,{ 772,1
,{ 773,1
,{ 774,1
,{ 778,1
,{ 779,1
,{ 780,1
,{ 782,1
,{ 784,1
,{ 785,1
,{ 786,1
,{ 788,1
,{ 790,1
,{ 791,1
,{ 793,1
,{ 799,1
,{ 802,1
,{ 805,1
,{ 806,1
,{ 809,1
,{ 810,1
,{ 812,1
,{ 813,1
,{ 816,1
,{ 818,1
,{ 821,1
,{ 829,1
,{ 830,1
,{ 836,1
,{ 838,1
,{ 839,1
,{ 840,1
,{ 841,1
,{ 842,1
,{ 843,1
,{ 844,1
,{ 846,1
,{ 848,1
,{ 852,1
,{ 853,1
,{ 854,1
,{ 861,1
,{ 863,1
,{ 865,1
,{ 866,1
,{ 867,1
,{ 868,1
,{ 870,1
,{ 871,1
,{ 873,1
,{ 874,1
,{ 876,1
,{ 877,1
,{ 878,1
,{ 879,1
,{ 881,1
,{ 884,1
,{ 893,1
,{ 894,1
,{ 895,1
,{ 897,1
,{ 902,1
,{ 903,1
,{ 904,1
,{ 907,1
,{ 908,1
,{ 911,1
,{ 915,1
,{ 919,1
,{ 926,1
,{ 928,1
,{ 930,1
,{ 933,1
,{ 935,1
,{ 936,1
,{ 937,1
,{ 938,1
,{ 941,1
,{ 942,1
,{ 945,1
,{ 946,1
,{ 949,1
,{ 953,1
,{ 956,1
,{ 957,1
,{ 959,1
,{ 962,1
,{ 966,1
,{ 967,1
,{ 969,1
,{ 971,1
,{ 976,1
,{ 977,1
,{ 980,1
,{ 984,1
,{ 985,1
,{ 988,1
,{ 989,1
,{ 990,1
,{ 992,1
,{ 995,1
,{ 996,1
,{ 998,1
,{ 999,1
,{ 1001,1
,{ 1002,1
,{ 1003,1
,{ 1005,1
,{ 1009,1
,{ 1012,1
,{ 1016,1
,{ 1018,1
,{ 1021,1
,{ 1022,1
,{ 1024,1
,{ 1026,1
,{ 1031,1
,{ 1032,1
,{ 1037,1
,{ 1039,1
,{ 1041,1
,{ 1044,1
,{ 1046,1
,{ 1049,1
,{ 1050,1
,{ 1053,1
,{ 1055,1
,{ 1056,1
,{ 1057,1
,{ 1058,1
,{ 1059,1
,{ 1061,1
,{ 1064,1
,{ 1068,1
,{ 1070,1
,{ 1073,1
,{ 1074,1
,{ 1078,1
,{ 1081,1
,{ 1083,1
,{ 1084,1
,{ 1085,1
,{ 1088,1
,{ 1091,1
,{ 1095,1
,{ 1098,1
,{ 1104,1
,{ 1105,1
,{ 1109,1
,{ 1111,1
,{ 1112,1
,{ 1114,1
,{ 1118,1
,{ 1119,1
,{ 1122,1
,{ 1127,1
,{ 1129,1
,{ 1131,1
,{ 1134,1
,{ 1136,1
,{ 1137,1
,{ 1138,1
,{ 1139,1
,{ 1140,1
,{ 1141,1
,{ 1142,1
,{ 1143,1
,{ 1144,1
,{ 1146,1
,{ 1147,1
,{ 1150,1
,{ 1151,1
,{ 1152,1
,{ 1158,1
,{ 1165,1
,{ 1169,1
,{ 1171,1
,{ 1177,1
,{ 1179,1
,{ 1182,1
,{ 1185,1
,{ 1188,1
,{ 1189,1
,{ 1192,1
,{ 1193,1
,{ 1194,1
,{ 1195,1
,{ 1197,1
,{ 1199,1
,{ 1200,1
,{ 1201,1
,{ 1204,1
,{ 1205,1
,{ 1206,1
,{ 1208,1
,{ 1211,1
,{ 1212,1
,{ 1214,1
,{ 1215,1
,{ 1216,1
,{ 1217,1
,{ 1218,1
,{ 1219,1
,{ 1220,1
,{ 1222,1
,{ 1223,1
,{ 1224,1
,{ 1228,1
,{ 1234,1
,{ 1237,1
,{ 1240,1
,{ 1243,1
,{ 1246,1
,{ 1250,1
,{ 1251,1
,{ 1252,1
,{ 1254,1
,{ 1256,1
,{ 1257,1
,{ 1258,1
,{ 1262,1
,{ 1268,1
,{ 1269,1
,{ 1270,1
,{ 1271,1
,{ 1273,1
,{ 1274,1
,{ 1277,1
,{ 1281,1
,{ 1284,1
,{ 1286,1
,{ 1287,1
,{ 1289,1
,{ 1291,1
,{ 1292,1
,{ 1293,1
,{ 1295,1
,{ 1300,1
,{ 1303,1
,{ 1306,1
,{ 1307,1
,{ 1309,1
,{ 1311,1
,{ 1313,1
,{ 1315,1
,{ 1316,1
,{ 1320,1
,{ 1321,1
,{ 1322,1
,{ 1324,1
,{ 1326,1
,{ 1329,1
,{ 1330,1
,{ 1332,1
,{ 1335,1
,{ 1337,1
,{ 1340,1
,{ 1341,1
,{ 1343,1
,{ 1345,1
,{ 1348,1
,{ "Fences",1
,{ "Diagonal,1
,{ "Binairo",1
,{ "Disc1",1
,{ "Disc2",1
,{ "Disc3",1
,{ "Human",1
,{ "Robot",1
,{ "LastHole",1
,{ "Madness",1
,{ "Fu,1
,{ "Car",1
,{ "Goat",1
,{ "Known,2
,{ "BambooOne",1
,{ "Shisenshō,1
,{ "Counter9",8
,{ "Tower,1
|,| Backward,2
},} ),11548
,} {,5404
,} regionSiteType:Edge,2
,} (,397
,} },379
,} >,279
,} vertices:,2
,} curve:,14
,} Bezier,10
,} edges:,81
,} P1,121
,} P2,121
,} use:Vertex,81
,} scale:0,41
,} num:3,4
,} P3,64
,} P4,63
,} num:4,4
,} variations:,105
,} fillColour:,14
,} directed:True,14
,} state:,4
,} scale:3,1
,} coord:"A1",1
,} loop:True,127
,} use:Edge,9
,} "InitSite",7
,} cells:,1
,} num:2,4
,} P5,57
,} P6,57
,} P7,47
,} P8,47
,} P9,37
,} P10,37
,} whats:,2
,} 16,20
,} 0,60
,} 		,2
,} state:1,90
,} state:2,14
,} 	,6
,} Oval,1
,} numSides:4,4
,} count:29,1
,} count:30,1
,} //,19
,} count:1,6
,} count:3,1
,} if:,4
,} #1,1
,} regionSiteType:Cell,4
,} edgeColour:,1
,} bySite:True,2
,} scale:2,2
,} #2		,1
,} state:0,1
,} rotations:False,2
,} "Promote",39
,} of:All,13
,} P11,27
,} P12,27
,} P13,18
,} P14,18
,} P15,9
,} P16,9
,} count:5,2
,} count:2,11
,} "Carrier",1
,} "Battleship",1
,} "Destroyer",1
,} "Submarine",1
,} "PatrolBoat",1
,} value:1,8
,} previous:False,3
,} at:,2
,} rotation:0,7
,} rotation:4,7
,} rotation:1,1
,} rotation:3,1
,} rotation:5,1
,} rotation:7,1
,} state:3,8
,} state:4,8
,} state:5,8
,} state:6,8
,} state:7,8
,} state:8,8
,} Edge,1
,} Vertex,2
,} 4,15
,} 6,16
,} 7,11
,} 10,8
,} 14,8
,} 18,1
,} 13,5
,} 15,8
,} 17,11
,} 11,3
,} 12,6
,} 21,1
,} 22,5
,} 24,11
,} 20,4
,} 3,149
,} 25,2
,} 35,3
,} 27,2
,} 32,1
,} 19,2
,} 34,2
,} 31,2
,} 38,1
,} 37,2
,} 23,4
,} 30,3
,} 8,5
,} 9,3
,} 28,1
,} Cell,1
,} 2,226
,} 1,232
,} count:16,3
,} count:,2
~,~ ~,16
,~ at:EndOfTurn,2
,~ (,41
,~ ),39
,~ "Promote",14
,~ after:34,2
,~ after:35,4
"InitialSowing","InitialSowing" ),2
,"InitialSowing" (,1
"SideMover1","SideMover1" (,2
,"SideMover1" {,1
1009,1009 },1
Add,Add (,194
,Add a,1
,Add one,1
,Add another,1
,Add bridge,2
,Add 2,1
,Add moves,1
"AH32","AH32" },1
coord:"S15",coord:"S15" ),1
double-move,double-move game:,1
Hexchess_ai",Hexchess_ai" ),1
cgi,cgi ?,2
Conway",Conway" ),2
Pairs",Pairs" },1
"Secret,"Secret Meeting,3
"Omny","Omny" (,1
"13x13,"13x13 board,1
"Cat1","Cat1" coord:"B2",1
"13x15,"13x15 board,1
1022,1022 },1
"Walls","Walls" {,1
,"Walls" ),1
,"Walls" (,1
1021,1021 },1
1020,1020 971,1
good,good ),2
,good ghosts,7
,good or,1
,good -,1
,good luck,1
Flodén",Flodén" ),1
Island",Island" ),1
empty,empty space,110
,empty adjacent,113
,empty spot,80
,empty spaces,11
,empty point,37
,empty square,13
,empty .,58
,empty site,16
,empty board,6
,empty or,9
,empty hole,159
,empty --COMMA--,48
,empty but,1
,empty holes,17
,empty and,11
,empty (,1
,empty ),3
,empty throughout,1
,empty one,2
,empty are,2
,empty in,1
,empty their,1
,empty hex,2
,empty cell,31
,empty dot,2
,empty squares,2
,empty field,1
,empty except,1
,empty cells,10
,empty vertices,1
,empty points,12
,empty sites,9
,empty spots,3
,empty intersections,1
,empty intersection,2
,empty 8x8,1
,empty corner,1
,empty row,1
,empty vertex,4
,empty edge,8
,empty edges,1
,empty position,5
,empty positions,2
,empty perimeter,1
,empty location,3
,empty space:,1
,empty rhombus,1
,empty locations,2
,empty junction,2
,empty sites:,1
,empty rod,1
gong,gong (,1
,gong except,1
,gong .,1
1018,1018 },1
1016,1016 },1
"Chungcajon","Chungcajon" (,1
1012,1012 963,1
,1012 },1
serious,serious play,1
coord:"S14",coord:"S14" ),1
che,che insegna,1
"AH31","AH31" },1
Khla_ai",Khla_ai" ),1
"13x20,"13x20 board,1
BGG,BGG <,57
,BGG rules,1
,BGG page,1
,BGG Forum,1
"AllSitesDifferentThanArc","AllSitesDifferentThanArc" ),1
,"AllSitesDifferentThanArc" (,1
Minesweeper,Minesweeper game,1
off",off" <,6
,off" "Dice/4xD2",6
Fool,Fool (,1
1033,1033 1032,1
1032,1032 1031,1
,1032 },1
1031,1031 1030,1
,1031 },1
1030,1030 1029,1
Umuahia,Umuahia --COMMA--,1
1029,1029 1079,1
1026,1026 },1
"Basic","Basic" <,1
1024,1024 },1
"Ruleset/Captureless,"Ruleset/Captureless (,3
scholars,scholars assumed,1
,scholars (,1
,scholars have,1
"FreeGold","FreeGold" Each,1
,"FreeGold" P1,1
,"FreeGold" P2,1
"board/space/line","board/space/line" ),108
Andantino,Andantino is,1
"Ginsho","Ginsho" "Hisha",12
,"Ginsho" Each,9
,"Ginsho" P1,38
,"Ginsho" P2,38
,"Ginsho" P3,7
,"Ginsho" P4,7
"		,"		 <,1
"AH34","AH34" },1
\"Chasing,\"Chasing the,1
"Felli,"Felli is,1
"GetCandidate","GetCandidate" (,2
1044,1044 1045,1
,1044 },1
É,É Er-bé-et-ta,1
,É É,1
,É is,1
,É É",1
1043,1043 1044,1
Fort,Fort Apache,1
1042,1042 1043,1
1041,1041 },1
representation,representation of,5
Maison,Maison des,1
Práhu,Práhu (,1
,Práhu moves,1
1039,1039 to,1
,1039 },1
Ploh,Ploh is,1
1038,1038 1037,1
1037,1037 1036,1
,1037 },1
1036,1036 1035,1
"Koprjall","Koprjall" },1
"Tamerlane,"Tamerlane Chess",1
1035,1035 1034,1
1034,1034 1033,1
×,× 8,1
"Pentalpha_ai","Pentalpha_ai" ),1
"Brian,"Brian Taylor,1
,"Brian Train",1
colouring,colouring of,1
,colouring an,2
,colouring some,1
,colouring any,1
,colouring rules,1
Islands,Islands .,4
,Islands --COMMA--,1
,Islands (,1
Age,Age (,1
qasamo,qasamo --COMMA--,1
,qasamo .,1
,qasamo belonging,1
roof,roof of,1
"AllPieceInHome","AllPieceInHome" (,12
"AH33","AH33" },1
"Brick,"Brick Diamond",2
"Nard","Nard" (,1
loser's,loser's hands,1
"IsFromInStartCell","IsFromInStartCell" (,9
,"IsFromInStartCell" "PawnStep_Double",3
multiple,multiple hops",7
,multiple jumps,4
,multiple hops,2
,multiple captures,8
,multiple opposing,6
,multiple throws,1
,multiple pieces,8
,multiple canters,1
,multiple capture,1
,multiple rolls,3
,multiple times,1
,multiple counters,14
,multiple of,6
,multiple loops,2
,multiple tiles,1
,multiple opponent's,1
,multiple would,1
,multiple spaces,1
,multiple directions,2
,multiple types,1
,multiple larger,1
,multiple eyes,1
,multiple starting,1
,multiple paths,1
,multiple independent,1
1055,1055 1007,1
,1055 },1
1054,1054 1103,1
1053,1053 1054,1
,1053 },1
1052,1052 1101,1
Er-bé-et-ta",Er-bé-et-ta" "Iseb",1
rook,rook in,8
,rook moving,2
,rook .,2
,rook ),11
,rook --COMMA--,3
,rook and,1
,rook can,1
Board:regions,Board:regions >,3
1050,1050 },1
better,better win,1
,better implementation,1
1049,1049 },1
1048,1048 .,1
Pipopipette,Pipopipette .,1
1046,1046 997,1
,1046 },1
Infuse,Infuse by,1
1045,1045 1046,1
508-510,508-510 .,1
Puebloan,Puebloan people,1
passant,passant .,12
,passant --COMMA--,2
,passant ;,1
,passant setup,2
,passant directions,2
,passant //,6
,passant capture,7
,passant is,2
,passant rule,1
,passant <,1
,passant in,1
two-sided,two-sided sticks,1
taking,taking turns,6
,taking pieces,1
,taking the,6
,taking any,4
,taking counters,2
,taking up,2
,taking either,1
,taking advantage,1
,taking place,1
,taking two,1
,taking in,1
"GoBackTrack2","GoBackTrack2" "9,1
,"GoBackTrack2" "10,1
,"GoBackTrack2" "11,1
,"GoBackTrack2" "12,1
,"GoBackTrack2" "13,1
,"GoBackTrack2" "14,1
,"GoBackTrack2" "15,1
,"GoBackTrack2" "16,1
,"GoBackTrack2" "17,1
,"GoBackTrack2" "18,1
,"GoBackTrack2" "19,1
,"GoBackTrack2" "20,1
,"GoBackTrack2" "21,1
,"GoBackTrack2" "22,1
,"GoBackTrack2" "23,1
,"GoBackTrack2" "24,1
,"GoBackTrack2" "25,1
,"GoBackTrack2" "26,1
,"GoBackTrack2" "27,1
,"GoBackTrack2" "28,1
,"GoBackTrack2" "29,1
Ahl,Ahl (,1
,Ahl is,1
Molina,Molina in,1
pile,pile --COMMA--,1
,pile .,5
,pile from,1
,pile originated,1
,pile which,1
,pile and,1
,pile >,1
,pile of,21
Definitions:,Definitions: A,2
,Definitions: Stack:,1
,Definitions: -,1
1064,1064 },1
king_idx,king_idx >,2
1061,1061 1012,1
,1061 },1
"Dig,"Dig Dig",1
,"Dig Dig,1
COVID-19,COVID-19 pandemic,1
Eqiversi,Eqiversi Hops-a-Daisy,1
\"aseb\",\"aseb\" (,1
Davidsson,Davidsson 1888-1892:,1
"Hufesay","Hufesay" (,1
Morocco,Morocco .,3
,Morocco --COMMA--,1
1059,1059 },1
1058,1058 .,1
,1058 },1
1057,1057 },1
flop,flop --COMMA--,1
1056,1056 },1
"Jan-Ken","Jan-Ken" },1
"NumDiceTwo","NumDiceTwo" (,1
,"NumDiceTwo" ),8
"Japheth,"Japheth Light",1
"Marelle,"Marelle Quintuple",2
,"Marelle Quadruple",1
,"Marelle Quadruple,1
,"Marelle Quadruple_ai",1
,"Marelle Triple",1
,"Marelle Triple,1
,"Marelle Triple_ai",1
order,order anti-clockwise,1
,order of,2
,order in,1
,order from,1
,order to,12
,order ),1
,order as,2
,order .,8
,order --COMMA--,1
,order 1,2
,order 2,2
,order and,1
,order >,2
,order based,1
		,		 ),339
,		 (,37
,		 phases:,2
,		 "Sowing",1
,		 <,18
,		 },1
,		 "The,2
Ploy,Ploy .,3
"Salta3Star","Salta3Star" Each,1
"Uthi,"Uthi is,1
Version:boardSize,Version:boardSize >,1
zillions-of-games,zillions-of-games .,1
"Windflowers","Windflowers" (,1
,"Windflowers" <,1
"Nchombwa","Nchombwa" },1
"Sujiken,"Sujiken (,1
1074,1074 },1
"NearestPieces","NearestPieces" "MoverSites",2
,"NearestPieces" <,2
,"NearestPieces" //,1
1073,1073 },1
Swap:playRules,Swap:playRules >,1
counter-clockwise,counter-clockwise direction,1
1070,1070 1118,1
,1070 },1
"Minaret","Minaret" 12,1
,"Minaret" ),6
,"Minaret" 9,1
Maldives,Maldives .,1
,Maldives --COMMA--,1
"NoFriendlyAdjacent","NoFriendlyAdjacent" (,1
1069,1069 1020,1
piece:"Lieutenant",piece:"Lieutenant" "cross",1
1068,1068 },1
Ot-tjin_ai",Ot-tjin_ai" ),1
Peuet,Peuet Ploh",1
,Peuet Ploh_ai",1
"Kendall","Kendall" <,2
women,women and,6
,women .,4
,women in,2
,women of,1
,women generally,1
,women --COMMA--,2
Crete,Crete which,1
,Crete --COMMA--,1
,Crete in,1
pink,pink ),1
woman,woman in,1
BLL,BLL },1
Rules/Opposite",Rules/Opposite" "Board/With,1
homeTracks,homeTracks >,1
Counselor,Counselor has,1
,Counselor (,1
,Counselor may,1
,Counselor when,2
,Counselor had,1
"AH30","AH30" },1
1088,1088 1186,1
,1088 },1
1087,1087 1136,1
Dilth'",Dilth'" (,1
1086,1086 1135,1
Play:move,Play:move >,1
"Issiren,"Issiren is,1
1085,1085 },1
1084,1084 },1
"Seleucid","Seleucid" <,1
1083,1083 1132,1
,1083 },1
"SubGame1","SubGame1" (,1
,"SubGame1" ),1
1082,1082 1425,1
1081,1081 },2
"HopKing","HopKing" (,1
,"HopKing" ),1
Elta,Elta Stelpur,1
,Elta Stelpur",1
kewai,kewai ),1
,kewai --COMMA--,1
1079,1079 1128,1
1078,1078 },1
Richard,Richard Hutnik,1
,Richard Honeycutt,2
,Richard Honeycutt",2
,Richard Nowakowski,2
resuts,resuts in,1
"Dala","Dala" (,1
troughs,troughs on,1
1091,1091 1140,1
,1091 },1
"GoBackTrack1","GoBackTrack1" "39,1
,"GoBackTrack1" "43,1
,"GoBackTrack1" "47,1
,"GoBackTrack1" "51,1
,"GoBackTrack1" "55,1
,"GoBackTrack1" "59,1
,"GoBackTrack1" "63,1
,"GoBackTrack1" "67,1
,"GoBackTrack1" "71,1
,"GoBackTrack1" "75,1
,"GoBackTrack1" "79,1
,"GoBackTrack1" "83,1
,"GoBackTrack1" "87,1
,"GoBackTrack1" "91,1
,"GoBackTrack1" "95,1
,"GoBackTrack1" "99,1
,"GoBackTrack1" "103,1
,"GoBackTrack1" "107,1
,"GoBackTrack1" "111,1
,"GoBackTrack1" "115,1
,"GoBackTrack1" "119,1
1090,1090 1091,1
taller,taller than,1
"AddHint","AddHint" (,1
,"AddHint" "Disc2",1
,"AddHint" "Disc1",1
Ako,Ako Okwe,1
,Ako Okwe",1
question,question .,1
"F1","F1" "D2",1
,"F1" "G1",9
,"F1" },65
,"F1" "H1",2
,"F1" ),2
,"F1" "D1",5
,"F1" "F2",2
,"F1" "N1",1
,"F1" "I3",1
,"F1" "E2",1
,"F1" "C8",1
,"F1" "K1",2
,"F1" "I1",4
,"F1" "T1",1
Four,Four Tigers,2
,Four tigers,1
,Four of,1
,Four --COMMA--,1
,Four players,12
,Four pieces,15
,Four stick,4
,Four more,1
,Four nut,1
,Four longitudinally,1
,Four tetrahedral,1
,Four casting,1
,Four throwing,3
,Four sticks,9
,Four seeds,1
,Four cowries,1
,Four or,2
,Four cowrie,4
,Four counters,49
,Four Players,1
,Four is,2
,Four on,1
,Four defenders,1
,Four dice,5
,Four corn,1
,Four pawns,2
,Four beans,1
,Four white,1
,Four kernels,1
,Four palm,1
"NotEmptyAndNoCastle","NotEmptyAndNoCastle" (,3
"Béchi,"Béchi is,1
1098,1098 },1
12x8",12x8" <,1
wishing,wishing to,1
"Ntyéngé","Ntyéngé" },1
1095,1095 },1
"SubGame0","SubGame0" (,1
,"SubGame0" ),1
picture,picture .,1
Geese",Geese" (,1
,Geese" <,3
,Geese" },2
"Clobber_ai","Clobber_ai" ),1
Damara,Damara ),3
,Damara .,1
"SeasonSummer","SeasonSummer" P1,1
,"SeasonSummer" "SeasonAutumn",1
1089,1089 1090,1
seven-sided,seven-sided dice,1
,seven-sided die,4
Theme,Theme --COMMA--,1
Animation,Animation ),1
Harikrna,Harikrna during,1
\"friendly\",\"friendly\" --COMMA--,1
thousand,thousand years,1
Coxeter,Coxeter 1987,1
Estonia,Estonia .,2
All,All ),103
,All of,9
,All marked,3
,All convex,1
,All Options,8
,All throws,1
,All pieces,9
,All the,2
,All Backwards,2
,All players,1
,All flat,2
,All round,1
,All in:,69
,All sowing,1
,All other,4
,All Mover,1
,All {,2
,All "GroupCount",1
,All sites",2
,All <,2
,All (,17
,All throughAny:,4
,All from:,1
,All whats:,6
,All P1,1
,All P2,1
,All through:,1
,All men,1
,All moves,3
,All "History_SaveMovementChange",3
,All ~,9
,All black,1
,All sides,1
,All opponents',1
,All units,1
,All damage,1
,All friendly,1
,All attack,1
,All >,24
,All Others",1
,All //,1
,All scoring,1
,All Loss,1
,All Win,1
com,com <,31
"Djara-Badakh_ai","Djara-Badakh_ai" ),1
con,con Palos",1
"F2","F2" "D3",1
,"F2" "G1",1
,"F2" ),8
,"F2" "F1",2
,"F2" },13
,"F2" "D2",4
,"F2" "G2",6
,"F2" "E2",2
,"F2" "C1",1
,"F2" "E1",2
,"F2" "A4",2
,"F2" "I2",1
,"F2" "F4",3
,"F2" "T2",1
,"F2" "AE2",1
,"F2" "K2",1
,"F2" "E3",1
,"F2" "I13",1
double-sided,double-sided --COMMA--,3
com/boardgame/58671/crossline\",com/boardgame/58671/crossline\" target=\"_blank\",1
space---North,space---North --COMMA--,2
pips,pips ),189
,pips the,1
,pips =,1
,pips show,1
"CaptureToPieceAndCheckVictory","CaptureToPieceAndCheckVictory" (,1
,"CaptureToPieceAndCheckVictory" ),1
"OnlyOneCounterInEachHole","OnlyOneCounterInEachHole" (,1
,"OnlyOneCounterInEachHole" ),1
edgeColour:"ColourBackground",edgeColour:"ColourBackground" scaleX:1,2
cow,cow and,2
,cow begins,1
,cow never,1
,cow ;,1
,cow --COMMA--,1
"Chandaraki,"Chandaraki is,1
Griffon",Griffon" ),1
row:,row: (,33
,row: two,1
inner-row,inner-row hole,1
Disc,Disc >,2
,Disc .,3
,Disc move,2
,Disc pieces,1
,Disc placement,1
,Disc 'flip-captures',1
,Disc is,1
,Disc may,2
,Disc and,1
,Disc at,1
,Disc (,1
"HasToDoThirdPromotion","HasToDoThirdPromotion" (,1
,"HasToDoThirdPromotion" ),1
"Ferz1","Ferz1" {,1
"RightSection","RightSection" (,1
,"RightSection" ),6
Plus,Plus Fin",1
"Meurimueng-rimueng,"Meurimueng-rimueng Peuet,2
"Ruleset/Ishighan,"Ruleset/Ishighan (,1
circumstances,circumstances .,1
"F3","F3" "A4",1
,"F3" "G3",5
,"F3" "H3",6
,"F3" "G4",3
,"F3" "F6",1
,"F3" ),1
,"F3" },4
,"F3" "F1",6
,"F3" "N3",1
,"F3" "F4",2
,"F3" "C3",1
,"F3" "K3",2
,"F3" "T3",1
,"F3" "AE3",1
,"F3" "E3",1
,"F3" "E2",1
,"F3" "F2",1
,"F3" "D4",1
,"F3" "B4",1
piece:"Mother",piece:"Mother" "Stick",2
to:Mover,to:Mover ),22
,to:Mover #1,1
"Merimüeng-rimüeng-do","Merimüeng-rimüeng-do" },1
"Dog,"Dog moves,3
"Schmidt,"Schmidt 1934,1
"Chex","Chex" (,1
Purépecha,Purépecha people,1
71-72,71-72 .,2
"StoreLastHoleSowed","StoreLastHoleSowed" (,1
,"StoreLastHoleSowed" ),1
"GoldGeneral","GoldGeneral" Each,2
,"GoldGeneral" P1,54
,"GoldGeneral" P2,54
,"GoldGeneral" (,1
"Ferz2","Ferz2" {,1
apronus,apronus .,1
,apronus <,1
And,And Orthogonal,3
,And on,1
Musashi,Musashi (,3
,Musashi is,1
"Chonpa","Chonpa" (,1
Ang,Ang --COMMA--,1
,Ang can,1
,Ang to,1
,Ang from,1
,Ang has,1
row",row" ),2
specialized,specialized moves:,6
,specialized moves,5
became,became popular,1
,became more,1
,became unpopular,1
"WindDragon","WindDragon" Each,1
"F4","F4" "G4",5
,"F4" "G3",1
,"F4" "F5",4
,"F4" "E5",2
,"F4" "C5",1
,"F4" "D4",5
,"F4" "D6",1
,"F4" },7
,"F4" "F6",3
,"F4" "H2",1
,"F4" "G5",2
,"F4" "F3",2
,"F4" "T4",1
,"F4" "AE4",1
,"F4" "K4",1
,"F4" "K11",1
,"F4" "J4",1
,"F4" "H5",1
chicken,chicken ballot,6
"19x19","19x19" <,19
"Exit","Exit" P1,1
,"Exit" P2,1
,"Exit" ),5
,"Exit" Mover,1
,"Exit" {,4
,"Exit" fillColour:,2
Any,Any number,26
,Any piece,5
,Any of,1
,Any empty,3
,Any cube,1
,Any pieces,5
,Any other,2
,Any holes,5
,Any subsequent,1
,Any excess,1
,Any unfilled,1
,Any adjacent,1
,Any piles,2
,Any player,2
,Any previous,1
,Any pile,1
,Any distance,6
,Any time,1
,Any units,1
,Any placement,1
,Any group,1
,Any live,1
,Any dead,1
effective,effective when,1
times,times .,6
,times have,1
,times (,1
,times --COMMA--,2
,times consecutively,1
,times in,5
,times before,1
,times wins,2
,times around,1
,times as,1
,times the,5
,times of,1
,times is,1
,times board,1
"AddOnTopSquare","AddOnTopSquare" (,1
,"AddOnTopSquare" #1,4
BoardShape:directionsUsed,BoardShape:directionsUsed >,11
"HiddenSites","HiddenSites" ),2
,"HiddenSites" (,1
Play:kingHop,Play:kingHop >,1
coord:"H10",coord:"H10" ),2
"Dala_ai","Dala_ai" ),1
Sniderman",Sniderman" ),1
"HasAnEnemyToJump","HasAnEnemyToJump" (,1
,"HasAnEnemyToJump" ),1
"F5","F5" "F6",3
,"F5" ),5
,"F5" "E6",2
,"F5" "E4",2
,"F5" "G5",4
,"F5" "C6",2
,"F5" "T5",1
,"F5" "AE5",1
,"F5" },2
,"F5" "J5",1
,"F5" "G6",1
,"F5" "F4",1
"InnerPitsWithPossibleCapture","InnerPitsWithPossibleCapture" (,1
,"InnerPitsWithPossibleCapture" ),3
24x24,24x24 .,1
comments,comments on,1
RegularGraph,RegularGraph Neutral,3
,RegularGraph Mover,4
piece:"Angel",piece:"Angel" "Stick",1
forEach,forEach Piece,1093
,forEach Site,271
,forEach (,173
,forEach Die,96
,forEach Level,82
,forEach Value,44
,forEach Player,18
,forEach NonMover,35
