3
KEY,WORDS,MULTIPLICITY
,STRING <Disc>,1
,STRING STRING count:16,3
,STRING count:16,3
,<Slide> STRING ),1
,define STRING <Repetition>,2
,option STRING <Repetition>,2
,STRING STRING count:20,5
,STRING STRING count:23,2
,STRING STRING count:27,2
,STRING STRING count:31,2
,STRING STRING count:35,2
,STRING STRING count:49,2
,STRING STRING count:87,2
,STRING STRING count:44,2
,STRING STRING count:65,2
,STRING <Repetition>,4
,STRING count:20,5
,STRING count:23,2
,STRING count:27,2
,STRING count:31,2
,STRING count:35,2
,STRING count:49,2
,STRING count:87,2
,STRING count:44,2
,STRING count:65,2
,STRING STRING count:144,2
,STRING STRING count:152,2
,STRING count:144,2
,STRING count:152,2
,STRING STRING count:<Board:numPieces>,1
,STRING count:<Board:numPieces>,1
,) STRING #2,1
,option STRING <Jarl>,1
,STRING <Jarl>,1
,#5 STRING ),5
,#4 STRING ),2
,( STRING <Board:size>,1
,item STRING <3,1
,STRING <3,1
,Slide STRING (,3
,steps:2 STRING ),2
,steps:3 STRING ),2
,( STRING before:,26
,STRING before:,26
,( STRING Diagonal,95
,STRING Diagonal,95
,option STRING <Tag>,1
,item STRING <10><4>,1
,<10><4> STRING ),1
,item STRING <10><1>,1
,<10><1> STRING ),1
,STRING <Tag>,1
,STRING <10><4>,1
,STRING <10><1>,1
,Move STRING ),4
,place STRING Cell,6
,STRING STRING count:66,1
,STRING Cell,6
,STRING count:66,1
,place STRING <Board:startP1>,2
,place STRING <Board:startP2>,2
,STRING <Board:startP1>,2
,STRING <Board:startP2>,2
,STRING STRING value:1,3
,STRING STRING value:2,11
,STRING value:1,3
,STRING value:2,11
,square STRING diagonals:Alternating,1
,* STRING STRING,1
,STRING diagonals:Alternating,1
,( STRING before:10,2
,STRING before:10,2
,define STRING <Board:armSize>,1
,define STRING <Board:numPiece>,1
,shift STRING INTEGER,2
,rectangle STRING (,1
,Even STRING ),2
,STRING <Board:armSize>,1
,STRING <Board:numPiece>,1
,define STRING <Variant:promotedCaptureMove>,1
,Piece STRING <Variant:promotedMove>,1
,STRING <Variant:promotedCaptureMove>,1
,STRING <Variant:promotedMove>,1
,STRING STRING Next,177
,piece STRING (,98
,where STRING Next,23
,option STRING <Elephant>,1
,STRING <Elephant>,1
,by:Mover STRING STRING,14
,STRING STRING value:3,9
,STRING STRING value:4,9
,STRING STRING value:5,9
,STRING STRING value:6,1
,STRING STRING value:7,1
,STRING STRING value:8,1
,STRING STRING value:9,1
,STRING STRING value:10,1
,STRING STRING value:11,1
,STRING STRING value:12,1
,STRING STRING value:13,1
,STRING STRING value:14,1
,STRING STRING value:15,1
,STRING STRING value:16,1
,STRING STRING value:17,1
,STRING STRING value:18,1
,STRING STRING value:19,1
,STRING STRING value:20,1
,STRING STRING value:21,1
,STRING STRING value:22,1
,STRING value:3,9
,STRING value:4,9
,STRING value:5,9
,STRING value:6,1
,STRING value:7,1
,STRING value:8,1
,STRING value:9,1
,STRING value:10,1
,STRING value:11,1
,STRING value:12,1
,STRING value:13,1
,STRING value:14,1
,STRING value:15,1
,STRING value:16,1
,STRING value:17,1
,STRING value:18,1
,STRING value:19,1
,STRING value:20,1
,STRING value:21,1
,STRING value:22,1
,by:P1 STRING ),4
,player:Next STRING to:Next,3
,STRING STRING E,59
,STRING STRING W,59
,( STRING <p1_directions>,6
,( STRING <player1_arg>,6
,( STRING <directions>,24
,( STRING <piece_name_key>,3
,( STRING <piece_key>,3
,( STRING <king_dir>,6
,#2 STRING (,3
,INTEGER STRING STRING,3
,INTEGER STRING W,1
,INTEGER STRING E,1
,piece STRING .,13
,( STRING NNW,7
,( STRING SSW,4
,( STRING <fwd_dir>,5
,( STRING {,17
,( STRING <LF1>,2
,( STRING #5,5
,( STRING #7,2
,( STRING <piece_types>,7
,( STRING All,13
,All STRING ),3
,Orthogonal STRING ),16
,{ STRING Can,1
,or STRING Only,1
,) STRING Can,1
,STRING <p1_directions>,6
,STRING <player1_arg>,6
,STRING <directions>,24
,STRING <piece_name_key>,3
,STRING <piece_key>,3
,STRING <king_dir>,6
,STRING .,39
,STRING NNW,7
,STRING SSW,4
,STRING <fwd_dir>,5
,STRING <LF1>,2
,STRING #5,6
,STRING #7,2
,STRING <piece_types>,7
,STRING Can,2
,STRING Only,1
,count STRING INTEGER,12
,( STRING ESE,4
,INTEGER STRING WNW,4
,( STRING WNW,4
,INTEGER STRING ESE,4
,place STRING coord:<BoardConfig:King2Start>,1
,place STRING coord:<BoardConfig:Queen2Start>,1
,place STRING <BoardConfig:Bishop2Start>,1
,place STRING <BoardConfig:Knight2Start>,1
,place STRING <BoardConfig:Pawn1Start>,1
,place STRING <BoardConfig:Pawn2Start>,1
,option STRING <BoardConfig>,1
,Pawn1Start STRING >,2
,King2Start STRING >,2
,Queen2Start STRING >,2
,RookLeft2Start STRING >,2
,STRING ESE,8
,STRING WNW,8
,STRING coord:<BoardConfig:King2Start>,1
,STRING coord:<BoardConfig:Queen2Start>,1
,STRING <BoardConfig:Bishop2Start>,1
,STRING <BoardConfig:Knight2Start>,1
,STRING <BoardConfig:Pawn1Start>,1
,STRING <BoardConfig:Pawn2Start>,1
,STRING <BoardConfig>,1
,STRING STRING S,6
,STRING STRING N,6
,where STRING Player,5
,option STRING <NumOfPlayers>,2
,regions STRING P7,2
,regions STRING P8,2
,{ STRING .,26
,. STRING },24
,( STRING P6,4
,( STRING P7,4
,( STRING P8,2
,STRING <NumOfPlayers>,2
,( STRING Forward,75
,place STRING <Placement:Pawn1>,1
,place STRING <Placement:Pawn2>,1
,option STRING <Placement>,2
,STRING Forward,75
,STRING <Placement:Pawn1>,1
,STRING <Placement:Pawn2>,1
,STRING <Placement>,2
,( STRING NW,6
,( STRING NE,8
,STRING NW,6
,STRING NE,8
,<Play:doubleStep> STRING STRING,1
,Piece STRING Mover,1
,note STRING ),1
,by:Next STRING components:,6
,by:Next STRING STRING,6
,by:Mover STRING components:,30
,STRING components:,87
,( STRING <direction>,2
,STRING <direction>,2
,( STRING <p1_arg>,2
,STRING <p1_arg>,2
,( STRING ENE,2
,INTEGER STRING WSW,2
,( STRING WSW,2
,INTEGER STRING ENE,2
,STRING ENE,4
,STRING WSW,4
,define STRING as:,1
,( STRING Adjacent,50
,{ STRING This,1
,STRING as:,1
,STRING Adjacent,50
,STRING This,1
,Mover STRING in:,5
,Next STRING in:,6
,by:#1 STRING STRING,24
,option STRING <PlacementConditions>,1
,STRING in:,13
,STRING <PlacementConditions>,1
,( STRING <p1_dirs>,1
,( STRING <piece_type>,1
,functions STRING =,1
,STRING STRING Wellisch,2
,Wellisch STRING STRING,1
,STRING STRING A,1
,. STRING Wellisch's,1
,Wellisch's STRING Wellisch,1
,. STRING For,1
,<a STRING STRING,1
,STRING STRING />Wikipedia</a>,1
,. STRING INTEGER,1
,. STRING STRING,1
,STRING STRING Siegmund,1
,Siegmund STRING Jay,1
,Eric STRING STRING,1
,STRING <p1_dirs>,1
,STRING <piece_type>,1
,STRING =,1
,STRING Wellisch,3
,STRING A,1
,STRING Wellisch's,1
,STRING For,1
,STRING />Wikipedia</a>,1
,STRING Siegmund,1
,STRING Jay,1
,by:#1 STRING components:,5
,Forward STRING ),3
,Diagonal STRING ),10
,Leap STRING rotations:False,1
,STRING rotations:False,1
,( STRING Backward,42
,( STRING Forwards,18
,( STRING BL,2
,( STRING FL,3
,( STRING FR,3
,STRING Backward,42
,STRING Forwards,18
,STRING BL,2
,STRING FL,3
,STRING FR,3
,~ STRING ),14
,( STRING Backwards,4
,( STRING BR,2
,( STRING Rightwards,3
,( STRING Leftwards,3
,( STRING Leftward,1
,( STRING Rightward,1
,Forwards STRING ),1
,STRING Backwards,4
,STRING BR,2
,STRING Rightwards,3
,STRING Leftwards,3
,STRING Leftward,1
,STRING Rightward,1
,#1 STRING in:,2
,option STRING <PiecePlacement>,1
,STRING <PiecePlacement>,1
,id STRING P5,2
,id STRING P6,2
,id STRING P7,2
,( STRING at:,18
,STRING at:,18
,item STRING <29>,6
,<29> STRING ),5
,STRING <29>,6
,option STRING <High>,1
,STRING <High>,1
,STRING STRING {,5
,subgame STRING <Player:option>,5
,STRING <Player:option>,5
,. STRING End,2
,Piece STRING Shared,1
,item STRING <27>,5
,STRING <27>,5
,track STRING <Board:trackP2>,1
,<5> STRING >,1
,STRING <Board:trackP2>,1
,track STRING <Board:trackTeam2>,2
,<23> STRING >,1
,<25> STRING >,1
,STRING <Board:trackTeam2>,2
,place STRING <Option:start1>,1
,place STRING <Option:start2>,1
,Vote STRING (,1
,option STRING <Step>,1
,option STRING <Slide>,1
,option STRING <Option>,1
,STRING <Option:start1>,1
,STRING <Option:start2>,1
,STRING <Step>,1
,STRING <Slide>,1
,STRING <Option>,1
,track STRING <Board:HomeTrack2>,1
,track STRING <Board:MiddleTrack>,1
,track STRING <Board:EnemyTrack1>,1
,track STRING <Board:EnemyTrack2>,1
,STRING <Board:HomeTrack2>,1
,STRING <Board:MiddleTrack>,1
,STRING <Board:EnemyTrack1>,1
,STRING <Board:EnemyTrack2>,1
,10> STRING ),1
,item STRING <10,1
,STRING <10,1
,player STRING ),1
,by:#1 STRING on:#2,1
,STRING on:#2,1
,option STRING <ThrowSix>,1
,item STRING <36>,1
,<36> STRING ),1
,<30> STRING ),7
,STRING <ThrowSix>,1
,STRING <36>,1
,by:Enemy STRING components:,15
,by:All STRING components:,18
,by:P1 STRING components:,2
,by:P2 STRING components:,2
,by:Neutral STRING components:,2
,define STRING Move,2
,( STRING from,1
,intersection STRING #1,2
,STRING Move,2
,STRING from,2
,Triggered STRING (,1
,player:Mover STRING to:Next,2
,by:Friend STRING ),4
,by:Neutral STRING ),8
,building STRING Attacking,1
,( STRING components:,4
,define STRING state,2
,by:Player STRING ),2
,by:Player STRING components:,3
,<Scenario:playerMaps> STRING },1
,option STRING <Scenario>,1
,Symbol STRING (,64
,option STRING <FogOfWar>,1
,> STRING STRING,5
,option STRING <Doctrine1>,1
,option STRING <Doctrine2>,1
,option STRING <Doctrine3>,1
,option STRING <Doctrine4>,1
,STRING Attacking,1
,STRING state,2
,STRING <Scenario>,1
,STRING <FogOfWar>,1
,STRING <Doctrine1>,1
,STRING <Doctrine2>,1
,STRING <Doctrine3>,1
,STRING <Doctrine4>,1
,define STRING <Version:removeRule>,1
,trigger STRING #1,2
,STRING STRING rotation:0,16
,STRING STRING rotation:7,7
,STRING STRING rotation:4,11
,STRING STRING rotation:3,7
,STRING STRING rotation:1,8
,STRING STRING rotation:2,1
,STRING STRING rotation:5,5
,STRING STRING rotation:6,1
,STRING <Version:removeRule>,1
,STRING rotation:0,16
,STRING rotation:7,7
,STRING rotation:4,11
,STRING rotation:3,7
,STRING rotation:1,8
,STRING rotation:2,1
,STRING rotation:5,5
,STRING rotation:6,1
,STRING STRING value:,16
,option STRING <CheckmateRule>,1
,STRING value:,16
,STRING <CheckmateRule>,1
,Pieces STRING ),2
,option STRING <Movement>,1
,STRING <Movement>,1
,option STRING <CapThreshold>,1
,<25> STRING ),6
,<35> STRING ),3
,STRING <CapThreshold>,1
,Group STRING Mover,8
,Group STRING Next,8
,Groups STRING if:,14
,) STRING includeSelf:True,1
,step STRING (,2
,define STRING <BoardShape:directionScored>,2
,define STRING <BoardShape:directionUsed>,2
,define STRING <BoardShape:gridType>,6
,option STRING <GType>,2
,option STRING <SType>,2
,option STRING <BoardShape>,7
,<Adjacent> STRING ),4
,<All> STRING ),10
,STRING includeSelf:True,1
,STRING <BoardShape:directionScored>,2
,STRING <BoardShape:directionUsed>,2
,STRING <BoardShape:gridType>,6
,STRING <GType>,2
,STRING <SType>,2
,STRING <BoardShape>,7
,option STRING <Line>,1
,Diamond> STRING ),8
,item STRING <tri,7
,item STRING <brick,5
,item STRING <tri>,2
,<tri> STRING ),2
,option STRING <Connection>,2
,item STRING <Diagonal>,2
,<Diagonal> STRING ),2
,item STRING <All>,2
,item STRING <Adjacent>,2
,item STRING <OffDiagonal>,2
,<OffDiagonal> STRING ),2
,STRING <Line>,1
,STRING <tri,7
,STRING <brick,5
,STRING <tri>,2
,STRING <Connection>,2
,STRING <Diagonal>,2
,STRING <All>,2
,STRING <Adjacent>,2
,STRING <OffDiagonal>,2
,define STRING <BoardShape:directionsUsed>,3
,STRING <BoardShape:directionsUsed>,3
,item STRING <tiling,10
,STRING <tiling,10
,( STRING True,1
,( STRING SSE,3
,( STRING NNE,5
,STRING SSE,3
,STRING NNE,5
,STRING STRING fillColour:,4
,P1 STRING fillColour:,2
,P2 STRING fillColour:,2
,STRING fillColour:,8
,option STRING <TurnType>,1
,STRING <TurnType>,1
,define STRING ),1
,define STRING arg:,2
,arg: STRING see,1
,define STRING No,1
,define STRING Friendly,1
,( STRING <CapOption:friendHops>,1
,<CapOption:friendHops> STRING ),1
,( STRING <CapOption:enemyHops>,1
,define STRING Options:,1
,. STRING or,1
,define STRING <ScoreOption:discVal>,1
,propose STRING ),1
,define STRING argument,3
,#2 STRING STRING,4
,( STRING <Multi:influence>,2
,option STRING <NumberPlayers>,1
,option STRING <CapOption>,1
,option STRING <ChosenHop>,1
,option STRING <Multi>,1
,option STRING <Equi>,1
,option STRING <PlaceDisc>,1
,option STRING <ScoreOption>,1
,item STRING <-10>,1
,<-10> STRING ),1
,STRING arg:,2
,STRING see,1
,STRING No,1
,STRING Friendly,1
,STRING <CapOption:friendHops>,1
,STRING <CapOption:enemyHops>,1
,STRING Options:,1
,STRING or,1
,STRING <ScoreOption:discVal>,1
,STRING argument,3
,STRING <Multi:influence>,2
,STRING <NumberPlayers>,1
,STRING <CapOption>,1
,STRING <ChosenHop>,1
,STRING <Multi>,1
,STRING <Equi>,1
,STRING <PlaceDisc>,1
,STRING <ScoreOption>,1
,STRING <-10>,1
,Limping> STRING ),4
,board STRING use:Cell,1
,STRING use:Cell,1
,tile STRING Neutral,1
,item STRING <Default,1
,item STRING <DefaultAndCount,1
,STRING <Default,1
,STRING <DefaultAndCount,1
,option STRING <Center>,1
,STRING <Center>,1
,define STRING from,1
,by:Mover STRING on:Edge,1
,define STRING One,1
,by:#1 STRING on:Cell,1
,define STRING continuity,1
,define STRING work,1
,define STRING note,1
,id STRING #3,1
,id STRING #4,1
,Value STRING #2,1
,by:#4 STRING ),1
,id STRING #5,1
,by:#5 STRING ),1
,define STRING bug,1
,by:Mover STRING on:Cell,1
,define STRING remembered,1
,STRING on:Edge,1
,STRING One,1
,STRING on:Cell,2
,STRING continuity,1
,STRING work,1
,STRING note,1
,STRING bug,1
,STRING remembered,1
,define STRING Cannot,1
,option STRING <CellBackground>,1
,STRING Cannot,1
,STRING <CellBackground>,1
,Around STRING ),1
,<112> STRING ),1
,<198> STRING ),1
,<288> STRING ),1
,option STRING <PlaceBy>,1
,option STRING <NeighborsOf>,1
,STRING <PlaceBy>,1
,STRING <NeighborsOf>,1
,by:Mover STRING top:False,1
,STRING top:False,1
,the STRING clauses,1
,define STRING Two,1
,define STRING Test,1
,define STRING Remaining,1
,( STRING the,1
,define STRING Opponent,1
,define STRING Selects,1
,define STRING shows,1
,define STRING phases:,2
,place STRING state:7,4
,03> STRING ),3
,07> STRING ),1
,option STRING <Variants>,1
,STRING clauses,1
,STRING Two,1
,STRING Test,1
,STRING Remaining,1
,STRING the,1
,STRING Opponent,1
,STRING Selects,1
,STRING shows,1
,STRING phases:,2
,STRING <Variants>,1
,- STRING (,3
,difference STRING (,1
,Square> STRING ),2
,Triangle> STRING ),1
,Star> STRING ),2
,Hexagon> STRING ),1
,item STRING <celtic>,1
,<celtic> STRING ),1
,item STRING <brick>,1
,<brick> STRING ),1
,Spiral> STRING ),1
,item STRING <quadhex>,1
,<quadhex> STRING ),1
,T31212> STRING ),1
,T333333_33434> STRING ),1
,T33336> STRING ),1
,T33344> STRING ),1
,T3464> STRING ),1
,T3636> STRING ),1
,T4612> STRING ),1
,T488> STRING ),1
,option STRING <Dual>,1
,STRING <celtic>,1
,STRING <brick>,1
,STRING <quadhex>,1
,STRING <Dual>,1
,define STRING <Players:sumFingers>,1
,STRING <Players:sumFingers>,1
,define STRING <Num:row>,1
,+ STRING INTEGER,1
,repeat STRING INTEGER,1
,>= STRING STRING,2
,STRING <Num:row>,1
,<= STRING STRING,1
,item STRING <Next>,2
,<Next> STRING ),2
,item STRING <Mover>,2
,<Mover> STRING ),2
,<55> STRING ),1
,<60> STRING ),1
,<65> STRING ),2
,<70> STRING ),1
,<75> STRING ),1
,<80> STRING ),1
,<85> STRING ),1
,<90> STRING ),1
,<95> STRING ),1
,<100> STRING ),1
,STRING <Next>,2
,STRING <Mover>,2
,option STRING <Challenge>,15
,STRING <Challenge>,15
,item STRING <4,1
,item STRING <14,1
,item STRING <12,1
,STRING <4,1
,STRING <14,1
,STRING <12,1
,regions STRING HintRegions,1
,Sum STRING (,1
,STRING HintRegions,1
,<26> STRING ),4
,<27> STRING ),4
,<28> STRING ),4
,item STRING <31>,1
,<31> STRING ),2
,item STRING <32>,1
,<32> STRING ),1
,item STRING <33>,1
,<33> STRING ),1
,item STRING <34>,1
,<34> STRING ),2
,STRING <31>,1
,STRING <32>,1
,STRING <33>,1
,STRING <34>,1
,<111> STRING ),1
,<175> STRING ),1
,<260> STRING ),1
,<369> STRING ),1
,item STRING <31,1
,STRING <31,1
,define STRING <Robots:num>,1
,define STRING <SafeTeleportation:num>,1
,option STRING <SafeTeleportation>,1
,option STRING <Robots>,1
,STRING <Robots:num>,1
,STRING <SafeTeleportation:num>,1
,STRING <SafeTeleportation>,1
,STRING <Robots>,1
,option STRING <challenge>,2
,STRING <challenge>,2
,W STRING ),1
,place STRING <Board:start1>,1
,place STRING <Board:start2>,1
,<170> STRING ),1
,STRING <Board:start1>,1
,STRING <Board:start2>,1
,item STRING <692,1
,STRING <692,1
,2> STRING ),1
,3> STRING ),1
,4> STRING ),1
,item STRING <12><14><4>,1
,<12><14><4> STRING ),1
,item STRING <14><18><6>,1
,<14><18><6> STRING ),1
,item STRING <16><21><8>,1
,<16><21><8> STRING ),1
,option STRING <OuterRing>,1
,item STRING <0><,1
,item STRING <2><,1
,STRING <12><14><4>,1
,STRING <14><18><6>,1
,STRING <16><21><8>,1
,STRING <OuterRing>,1
,STRING <0><,1
,STRING <2><,1
,place STRING coord:<Board:startTheseus>,1
,place STRING coord:<Board:startMinotaur>,1
,28> STRING ),1
,88> STRING ),1
,option STRING <Minotaur>,2
,STRING coord:<Board:startTheseus>,1
,STRING coord:<Board:startMinotaur>,1
,STRING <Minotaur>,2
,<63> STRING ),1
,<127> STRING ),1
,<255> STRING ),1
,<511> STRING ),1
by:P2,Occupied by:P2 ),27
,by:P2 ),27
,Occupied by:P2 STRING,8
,by:P2 STRING,8
,Occupied by:P2 on:Cell,2
,by:P2 on:Cell,2
,Occupied by:P2 top:True,1
,by:P2 top:True,1
by:P3,Occupied by:P3 ),1
,by:P3 ),1
by:P4,Occupied by:P4 ),1
,by:P4 ),1
coord:<Board:startTheseus>,STRING coord:<Board:startTheseus> ),1
,coord:<Board:startTheseus> ),1
through:,W through: (,5
,N through: (,2
,S through: (,2
,E through: (,5
,through: (,37
,Orthogonal through: (,19
,INTEGER through: (,3
,All through: (,1
if:False,apply if:False (,2
,if:False (,5
,to if:False (,3
at:38,Edge at:38 ),3
,at:38 ),3
NonMover,forEach NonMover if:,35
,NonMover if:,35
,use NonMover for,1
,NonMover for,1
at:39,Edge at:39 ),3
,at:39 ),3
conditional,- conditional (,1
,conditional (,1
at:34,Edge at:34 ),5
,at:34 ),5
at:35,Edge at:35 ),5
,at:35 ),5
Eric,by Eric STRING,1
,Eric STRING,1
,) Eric to,1
,Eric to,1
at:36,Edge at:36 ),3
,at:36 ),3
at:37,Edge at:37 ),3
,at:37 ),3
at:30,Edge at:30 ),6
,at:30 ),6
numbers,these numbers also,1
,numbers also,1
store:None,STRING store:None {,53
,store:None {,64
,STRING store:None (,23
,store:None (,55
,STRING store:None ),1
,store:None ),1
,) store:None {,1
,STRING store:None <Board:track>,1
,store:None <Board:track>,1
,STRING store:None <Board:tracks>,1
,store:None <Board:tracks>,2
,STRING store:None <Row:tracks>,1
,store:None <Row:tracks>,1
,INTEGER store:None (,26
,INTEGER store:None {,10
,) store:None <Board:tracks>,1
,<Board> store:None (,1
,<Board:size> store:None (,3
,<Row:size> store:None (,1
,<Column:size> store:None (,1
Rightmost,The Rightmost holes,2
,Rightmost holes,2
at:31,Edge at:31 ),6
,at:31 ),6
at:32,what at:32 ),1
,at:32 ),6
,Edge at:32 ),5
<rook_spaces>,<rook_dir> <rook_spaces> ),6
,<rook_spaces> ),6
<High>,STRING <High> args:,1
,<High> args:,1
4>,<4 4> <,1
,4> <,1
,INTEGER 4> STRING,1
,4> STRING,1
at:33,what at:33 ),1
,at:33 ),6
,Edge at:33 ),5
<doneSoFar>,{ <doneSoFar> <numCounters>,1
,<doneSoFar> <numCounters>,1
Full,is Full ),8
,Full ),8
value:60,state:1 value:60 ),2
,value:60 ),2
swapped,got swapped into,2
,swapped into,2
Hoplites,and Hoplites -------------------------------------------------------,1
,Hoplites -------------------------------------------------------,1
39>,. 39> STRING,1
,. 39> <40,1
,39> STRING,1
,39> <40,1
First,) First holes,1
,First holes,1
,= First Attack,1
,First Attack,1
,movement First some,1
,First some,1
<PlaceDisc:suicideOption>,forEach <PlaceDisc:suicideOption> if:<PlaceDisc:location>,1
,<PlaceDisc:suicideOption> if:<PlaceDisc:location>,1
Remaining,STRING Remaining piece,1
,Remaining piece,1
-216,rotate -216 (,3
,-216 (,3
maps,Player maps (,1
,maps (,1
<Version:start>,{ <Version:start> },3
,<Version:start> },4
,rules <Version:start> (,1
,<Version:start> (,1
,rules <Version:start> <Version:play>,1
,<Version:start> <Version:play>,1
,start <Version:start> ),2
,<Version:start> ),2
,) <Version:start> },1
seeds,with seeds at,2
,seeds at,2
<Scale>,STRING <Scale> args:,1
,<Scale> args:,1
at:41,Edge at:41 ),3
,at:41 ),3
5>,<hex 5> <0,1
,5> <0,1
,<6 5> STRING,1
,5> STRING,2
,<5 5> <,2
,5> <,2
,. 5> <12>,1
,5> <12>,1
,INTEGER 5> STRING,1
<cond>,{ <cond> },1
,<cond> },1
<Swap:playRules>,play <Swap:playRules> ),1
,<Swap:playRules> ),1
<BoardShape:directionsUsed>,STRING <BoardShape:directionsUsed> ),3
,) <BoardShape:directionsUsed> ),5
,<BoardShape:directionsUsed> ),8
,Group <BoardShape:directionsUsed> Mover,2
,Group <BoardShape:directionsUsed> Next,1
,<BoardShape:directionsUsed> Mover,2
,<BoardShape:directionsUsed> Next,1
at:42,Edge at:42 ),2
,at:42 ),2
at:43,Edge at:43 ),2
,at:43 ),2
pyramidal:True,INTEGER pyramidal:True ),2
,pyramidal:True ),4
,<Board> pyramidal:True ),2
<Version:consequence>,Piece <Version:consequence> ),1
,<Version:consequence> ),1
at:44,Edge at:44 ),2
,at:44 ),2
<pieOrNot>,<starting> <pieOrNot> },1
,<pieOrNot> },1
look,) look the,1
,look the,1
Stack,place Stack STRING,1139
,Stack STRING,1148
,size Stack in:,13
,Stack in:,13
,size Stack at:#1,3
,Stack at:#1,5
,size Stack STRING,9
,size Stack at:,80
,Stack at:,80
,size Stack at:<End:site1>,1
,size Stack at:<End:site2>,1
,size Stack at:<End:site3>,1
,size Stack at:<End:site4>,1
,size Stack at:<End:site5>,1
,size Stack at:<End:site6>,1
,size Stack at:12,5
,size Stack at:0,2
,Stack at:<End:site1>,1
,Stack at:<End:site2>,1
,Stack at:<End:site3>,1
,Stack at:<End:site4>,1
,Stack at:<End:site5>,1
,Stack at:<End:site6>,1
,Stack at:12,5
,Stack at:0,2
,size Stack at:1,1
,size Stack at:2,1
,size Stack at:13,5
,size Stack at:14,4
,size Stack at:15,4
,Stack at:1,1
,Stack at:2,1
,Stack at:13,5
,Stack at:14,4
,Stack at:15,4
,size Stack at:10,3
,size Stack at:11,3
,size Stack at:8,1
,size Stack at:9,1
,size Stack at:17,1
,size Stack at:18,1
,Stack at:10,3
,Stack at:11,3
,Stack at:8,1
,Stack at:9,1
,Stack at:17,1
,Stack at:18,1
,place Stack items:,24
,Stack items:,24
,place Stack items:<Player:init>,4
,Stack items:<Player:init>,4
,count Stack at:#1,2
at:40,Edge at:40 ),3
,at:40 ),3
<playMove>,<move> <playMove> },1
,<playMove> },1
<Moves>,STRING <Moves> args:,2
,<Moves> args:,2
,Each <Moves> ),1
,<Moves> ),1
value:50,state:1 value:50 ),2
,state:4 value:50 ),1
,state:3 value:50 ),1
,value:50 ),4
THIS,STRING THIS IS,1
,THIS IS,1
<Num:players>,players <Num:players> ),1
,<Num:players> ),1
if:,between if: (,176
,to if: (,1175
,if: (,2749
,) if: (,981
,apply if: (,133
,Die if: (,57
,replayDouble:True if: (,17
,combined:True if: (,4
,Player if: (,14
,STRING if: (,30
,#5 if: (,1
,Orthogonal if: (,23
,#2 if: (,10
,from if: (,10
,FirstSite if: (,3
,NonMover if: (,35
,from:#1 if: (,1
,sow if: (,22
,#1 if: (,9
,Groups if: (,14
,Diagonal if: (,3
,<Board:3dSites> if: (,1
,INTEGER if: (,2
,} if: (,4
,level:0 if: (,2
,<Capture:distance> if: (,2
,Own if: (,1
,#3 if: (,4
,after:9 if: (,4
,after:1 if: (,3
,Cell if: (,1
,before:1 if: (,2
,after:2 if: (,1
,Track if: (,1
,. if: (,1
,at:#1 if: (,2
<NumOfPlayers:CheckMate>,then <NumOfPlayers:CheckMate> ),2
,<NumOfPlayers:CheckMate> ),2
allow,to allow (,1
,allow (,1
Options,for Options (,7
,) Options (,6
,Options (,13
,) Options Defines,1
,Options Defines,1
,--------------------------------------------- Options for,1
,Options for,1
needed,is needed before,1
,needed before,1
,is needed to,2
,needed to,2
Knight_rotated,to Knight_rotated .,2
,Knight_rotated .,2
6>,<7 6> STRING,1
,6> STRING,3
,. 6> STRING,2
,<6 6> <,1
,6> <,1
rule,off rule (,1
,off rule ),2
,Trap rule Squares,1
,off rule on,1
,rule (,1
,rule ),2
,rule Squares,1
,rule on,1
,a rule that,1
,rule that,1
update,We update the,1
,update the,1
,to update for,1
,update for,1
,to update (,1
,update (,1
bitter,the bitter end,1
,bitter end,1
<RF2>,<LB2> <RF2> <RB2>,2
,<RF2> <RB2>,2
origin:6,expand origin:6 steps:6,1
,origin:6 steps:6,1
origin:7,expand origin:7 steps:6,1
,origin:7 steps:6,1
Empty,is Empty (,947
,sites Empty ),527
,Empty (,947
,Empty ),530
,is Empty INTEGER,26
,Empty INTEGER,27
,is Empty STRING,3
,Empty STRING,3
,is Empty #1,3
,Empty #1,3
,sites Empty Edge,22
,Empty Edge,26
,) Empty Orthogonal,8
,Empty Orthogonal,8
,sites Empty INTEGER,1
,) Empty ),3
,is Empty Cell,2
,sites Empty Vertex,4
,Empty Cell,9
,Empty Vertex,5
,is Empty Edge,4
,is Empty Vertex,1
,sites Empty Cell,7
,LineOfSight Empty at:,3
,Empty at:,3
,is Empty #2,1
,Empty #2,1
origin:4,expand origin:4 steps:6,1
,origin:4 steps:6,1
Control,take Control of:All,3
,Control of:All,3
,take Control of:P1,1
,take Control of:P2,1
,take Control of:P3,1
,take Control of:P4,1
,Control of:P1,1
,Control of:P2,1
,Control of:P3,1
,Control of:P4,1
origin:5,expand origin:5 steps:6,1
,origin:5 steps:6,1
combined:True,Die combined:True if:,4
,combined:True if:,4
,Die combined:True replayDouble:True,1
,Die combined:True (,1
,combined:True replayDouble:True,1
,combined:True (,1
origin:8,expand origin:8 steps:6,1
,origin:8 steps:6,1
origin:9,expand origin:9 steps:6,1
,origin:9 steps:6,1
value:40,state:1 value:40 ),3
,state:3 value:40 ),1
,value:40 ),4
definition,suitable definition we,1
,definition we,1
<EachMove>,<AttackCheck> <EachMove> <Metadata>,1
