2
KEY,WORDS,MULTIPLICITY
"E29","E29" "AF29",1
"AB34","AB34" },1
150,150 .,2
,150 75,5
,150 150,9
,150 ),10
,150 50,3
,150 190,1
,150 148,1
,150 255,2
,150 346,1
,150 >,2
,150 0,1
,150 200,1
,150 158,1
,150 151,1
,150 },1
,150 160,1
,150 130,1
,150 132,1
151,151 .,2
,151 offsetY:0,2
,151 149,1
,151 100,6
,151 pieces,1
,151 477,1
,151 },4
,151 152,3
,151 161,1
,151 159,1
"47","47" <,1
"1970","1970" ),5
152,152 ),1
,152 .,1
,152 215,2
,152 150,1
,152 pieces,2
,152 478,1
,152 153,3
,152 },2
,152 154,3
,152 162,2
"Order","Order" ),1
153,153 76,51
,153 ),5
,153 .,1
,153 151,1
,153 13,1
,153 0,2
,153 154,4
,153 },1
,153 152,1
,153 163,1
,153 83,1
,153 135,1
"Paumecary","Paumecary" (,1
154,154 178,1
,154 152,1
,154 14,1
,154 118,2
,154 155,5
,154 },3
,154 .,1
,154 164,2
155,155 153,1
,155 .,1
,155 211,1
,155 135,1
,155 160,1
,155 156,3
,155 138,1
,155 165,2
,155 162,1
,155 },1
,155 175,1
instantly,instantly .,1
,instantly captured,1
156,156 154,1
,156 182,1
,156 212,1
,156 pieces,1
,156 107,1
,156 ),5
,156 157,3
,156 204,1
,156 166,1
,156 .,1
,156 252,1
157,157 .,2
,157 181,1
,157 155,1
,157 479,1
,157 ),1
,157 167,3
,157 158,1
,157 5,1
,157 137,1
,157 138,1
158,158 156,1
,158 52,3
,158 --COMMA--,1
,158 218,1
,158 480,1
,158 ),1
,158 190,1
,158 159,1
,158 165,1
,158 168,1
,158 166,1
,158 },1
,158 80,1
159,159 .,2
,159 ),1
,159 --COMMA--,2
,159 157,1
,159 57,1
,159 },2
,159 169,1
,159 139,1
,159 18,1
,159 196,1
"DistInNWSE","DistInNWSE" (,1
,"DistInNWSE" ),1
"Tuk,"Tuk Tak",1
,"Tuk Tak,1
,"Tuk Tak_ai",1
"Ruleset/Siryu,"Ruleset/Siryu (,1
fills,fills up,6
,fills the,1
,fills as,3
,fills their,1
,fills with,1
,fills about,1
687-689,687-689 .,1
"OneCounterInEachHole","OneCounterInEachHole" (,1
,"OneCounterInEachHole" ),1
com/site/theowlsnest02/home/hermit\\",com/site/theowlsnest02/home/hermit\\" target=\"_blank\",1
"E28","E28" "AF28",1
"Djinn8","Djinn8" 0,1
"AB33","AB33" },1
160,160 144,1
,160 158,1
,160 .,1
,160 140,2
,160 58,1
,160 ),2
,160 195,1
,160 cells",2
,160 cell,1
,160 170,1
,160 4,1
,160 180,1
,160 127,1
\"leopards\",\"leopards\" and,1
161,161 152,1
,161 159,1
,161 ),2
,161 453,1
,161 252,4
,161 },1
,161 171,1
,161 169,1
,161 198,1
"48","48" <,1
"1971","1971" ),1
href=\"https://nestorgames,href=\"https://nestorgames .,6
162,162 160,1
,162 ),2
,162 454,1
,162 164,3
,162 },1
,162 172,1
,162 182,1
,162 199,1
163,163 .,2
,163 147,1
,163 161,1
,163 201,1
,163 ),1
,163 162,1
,163 173,1
,163 },1
,163 3,1
,163 200,1
164,164 162,1
,164 202,1
,164 .,1
,164 },1
,164 165,2
,164 174,1
,164 184,1
apexes,apexes of,6
165,165 offsetY:-0,4
,165 174,1
,165 163,1
,165 .,1
,165 481,1
,165 166,1
,165 },4
,165 175,1
166,166 150,1
,166 235,1
,166 .,2
,166 482,1
,166 166,1
,166 ),1
,166 117,1
,166 173,1
,166 },2
,166 167,1
167,167 .,3
,167 --COMMA--,20
,167 234,1
,167 ),3
,167 225,1
,167 168,2
,167 },2
,167 1,1
,167 186,1
Persians,Persians and,1
,Persians .,1
,Persians have,1
,Persians ),1
,Persians Victory,1
,Persians --COMMA--,1
168,168 232,1
,168 166,1
,168 ;,1
,168 .,3
,168 },3
,168 --COMMA--,1
,168 ),3
,168 169,2
169,169 --COMMA--,1
,169 .,5
,169 ),2
,169 167,2
,169 170,2
,169 },3
,169 150,1
,169 224,1
90-92,90-92 .,1
90-91,90-91 .,1
"AB32","AB32" },1
"Abrobad,"Abrobad is,1
"Dööv","Dööv" },1
Warring,Warring States,1
"Otjitoto","Otjitoto" },1
quadhex,quadhex >,1
,quadhex tiling,1
higher,higher number,3
,higher doubles,1
,higher score,4
,higher to,1
,higher chaos,1
,higher ranking,1
,higher level,2
,higher than,3
Xudag",Xudag" (,1
"Djinn7","Djinn7" 0,2
"forest","forest" (,16
doing,doing so,2
"E27","E27" "AF27",1
idea,idea for,1
,idea presented,1
,idea of,3
,idea behind,1
"Kharbaga","Kharbaga" (,1
"QueenOnlyCapture","QueenOnlyCapture" (,6
adults,adults .,3
,adults in,1
,adults and,1
,adults as,1
,adults on,1
RegionOwner,RegionOwner ),2
170,170 ),3
,170 161,1
,170 168,2
,170 .,4
,170 171,2
,170 },1
,170 >,1
171,171 211,1
,171 169,1
,171 .,1
,171 483,1
,171 172,2
,171 ),1
,171 },4
,171 6,1
,171 189,1
"49","49" <,1
"AB36","AB36" },1
172,172 170,1
,172 .,2
,172 ;,1
,172 484,1
,172 173,3
,172 220,1
,172 174,2
,172 362,1
,172 9,1
,172 171,1
"RunningBoar","RunningBoar" Each,1
173,173 123,16
,173 171,1
,173 .,2
,173 485,1
,173 ),5
,173 178,2
,173 173,8
,173 179,1
,173 172,1
,173 361,1
,173 359,1
,173 211,1
174,174 .,1
,174 214,1
,174 172,1
,174 180,4
,174 },2
,174 486,1
,174 ),1
,174 216,1
,174 175,3
,174 363,1
175,175 173,1
,175 8,3
,175 55,1
,175 389,1
,175 ),1
,175 >,1
,175 },2
,175 364,1
,175 362,1
,175 215,1
,175 157,1
jiang/shuai,jiang/shuai --COMMA--,1
,jiang/shuai .,2
176,176 174,1
,176 390,1
,176 ),1
,176 .,2
,176 190,1
,176 6,1
,176 },1
177,177 175,1
,177 .,2
,177 ),2
,177 389,1
,177 191,1
,177 157,1
178,178 110,156
,178 202,1
,178 176,1
,178 .,2
,178 151,6
,178 ),2
,178 390,1
,178 179,2
,178 192,1
,178 190,1
discVal,discVal >,1
179,179 .,4
,179 },1
,179 170,1
,179 177,1
,179 455,1
,179 130,1
,179 180,2
,179 190,1
,179 193,1
,179 159,1
Start:rules,Start:rules >,7
Tablas,Tablas is,1
Race,Race (,3
,Race ),2
Tablan,Tablan and,1
"Two,"Two concentric,3
,"Two Rimoes",1
,"Two Rimoe,1
,"Two arcs,1
,"Two twenty,1
,"Two dice,3
,"Two players,9
,"Two six-sided,1
,"Two Men",8
,"Two counters,1
,"Two rows,9
,"Two triangles,1
,"Two isosceles,1
"Djinn6","Djinn6" 0,3
figure,figure out,1
"18x18,"18x18 board,1
Quebec,Quebec ),1
,Quebec --COMMA--,1
180,180 (,39
,180 .,3
,180 70,1
,180 181,3
,180 251,1
,180 186,4
,180 degrees,2
,180 456,1
,180 ),2
,180 180,1
,180 100,1
,180 156,1
,180 194,1
,180 9,1
,180 },1
,180 200,1
Tukulor,Tukulor people,1
181,181 205,1
,181 },1
,181 ),2
,181 250,1
,181 .,5
,181 389,1
,181 186,2
,181 183,1
,181 195,1
,181 193,1
"AB35","AB35" },1
182,182 130,5
,182 },2
,182 180,1
,182 181,1
,182 .,2
,182 192,1
,182 ),1
,182 390,1
,182 184,2
,182 183,1
,182 222,1
183,183 ),1
,183 --COMMA--,2
,183 180,1
,183 .,1
,183 395,1
,183 825,1
,183 185,3
,183 196,2
,183 201,1
184,184 168,1
,184 182,1
,184 396,1
,184 183,1
,184 186,2
,184 185,1
,184 122,1
185,185 130,72
,185 offsetY:-0,8
,185 183,1
,185 .,1
,185 },1
,185 443,1
,185 40,1
,185 ),2
,185 187,3
,185 197,2
,185 222,1
"DecisionForNextRound","DecisionForNextRound" ),1
,"DecisionForNextRound" (,1
186,186 ),1
,186 .,2
,186 184,1
,186 243,2
,186 231,2
,186 444,1
,186 137,1
,186 187,4
,186 188,1
,186 },1
,186 6,1
,186 148,1
"MoverHops","MoverHops" ),2
,"MoverHops" (,1
187,187 ),1
,187 171,1
,187 185,1
,187 .,1
,187 487,1
,187 138,1
,187 188,2
,187 189,1
,187 198,2
,187 },2
,187 196,1
,187 226,1
"Damenspiel_ai","Damenspiel_ai" ),1
188,188 251,2
,188 186,1
,188 .,1
,188 488,1
,188 189,3
,188 365,2
,188 },1
,188 ),2
189,189 .,2
,189 195,1
,189 187,1
,189 39,1
,189 ;,1
,189 190,2
,189 171,1
,189 366,2
,189 199,1
,189 8,1
,189 169,1
,189 207,1
"Squava,"Squava is,1
"Yavalath_ai","Yavalath_ai" ),1
19",19" <,2
passing,passing it,1
,passing the,1
,passing is,5
,passing .,2
,passing turn:,1
,passing and,2
,passing are,1
"Ruleset/Labyrinth,"Ruleset/Labyrinth (,3
"2x8,"2x8 board,4
,"2x8 and,1
"2x9,"2x9 board,1
"Team1OnlyOnStartSitesTeam2","Team1OnlyOnStartSitesTeam2" (,1
,"Team1OnlyOnStartSitesTeam2" ),1
"Pawn","Pawn" Each,91
,"Pawn" "Hand",1
,"Pawn" 0,72
,"Pawn" P1,10
,"Pawn" P2,8
,"Pawn" P3,2
,"Pawn" P4,2
,"Pawn" #1,1
,"Pawn" Mover,22
,"Pawn" container:0,1
,"Pawn" (,14
,"Pawn" ),10
,"Pawn" Next,16
,"Pawn" "StepForwardToEmpty",1
,"Pawn" .,14
,"Pawn" image:"Pawn",1
,"Pawn" },5
triples,triples --COMMA--,1
,triples .,1
"Djinn5","Djinn5" 0,4
Lances,Lances --COMMA--,1
"Yovodi","Yovodi" (,1
"E25","E25" "U25",1
		//,		// No,4
,		// Mover,2
,		// Select,2
"ThunderRunner","ThunderRunner" Each,1
190,190 .,4
,190 240,6
,190 },1
,190 174,1
,190 50,2
,190 188,1
,190 40,1
,190 239,1
,190 142,1
,190 191,2
,190 200,2
,190 246,1
191,191 .,3
,191 190,1
,191 --COMMA--,20
,191 ;,1
,191 189,1
,191 201,4
,191 142,1
,191 1,1
192,192 191,1
,192 262,1
,192 190,1
,192 .,3
,192 42,1
,192 202,2
,192 ),2
,192 200,1
193,193 192,1
,193 191,1
,193 489,1
,193 203,1
,193 .,1
,193 174,1
194,194 193,1
,194 .,1
,194 192,1
,194 ;,1
,194 490,1
,194 154,2
,194 204,1
,194 4,1
,194 },1
Non-Pawn,Non-Pawn Pieces,1
195,195 offsetY:0,1
,195 201,1
,195 235,1
,195 193,1
,195 82,4
,195 491,1
,195 ),3
,195 205,1
,195 203,1
,195 },1
196,196 197,2
,196 194,1
,196 492,1
,196 206,2
,196 .,1
,196 },1
,196 ),1
,196 214,1
"Gomok-narabe","Gomok-narabe" },1
"HopMan","HopMan" (,68
197,197 198,2
,197 188,1
,197 195,1
,197 493,1
,197 207,2
,197 },1
198,198 offsetY:-0,1
,198 199,2
,198 238,1
,198 196,1
,198 494,1
,198 >,1
,198 208,2
,198 },1
,198 206,1
,198 216,1
199,199 .,1
,199 200,1
,199 197,1
,199 379,1
,199 367,2
,199 209,1
,199 },3
,199 179,1
,199 161,1
1975",1975" ),1
seconds,seconds after,1
Further,Further pieces,1
,Further rounds,1
rows",rows" ),165
"Wazir2","Wazir2" (,3
,"Wazir2" {,2
"Diamond,"Diamond City,1
,"Diamond Square",1
,"Diamond Hexagon",1
,"Diamond Triangle",1
,"Diamond Brick",1
children,children .,16
,children attempt,1
,children --COMMA--,4
,children move,1
,children win,2
,children and,3
,children try,1
,children (,1
,children in,10
,children of,4
,children among,1
,children as,1
,children on,1
,children interested,1
,children –,1
"Pente_ai","Pente_ai" ),1
1974:,1974: 21,2
,1974: 20-21,1
,1974: 853,1
,1974: 12-16,1
,1974: 18-19,1
,1974: 16-18,3
,1974: 19-21,1
,1974: 32-35,1
,1974: 32-36,3
,1974: 32-35",1
,1974: 17,1
,1974: 16,1
,1974: 16-18",1
,1974: 26-31,2
,1974: 26-32,7
,1974: 38,1
,1974: 34,5
"2x2,"2x2 --COMMA--,1
,"2x2 square,1
,"2x2 (,1
"2x3,"2x3 board,3
,"2x3 triangle",1
"2x4,"2x4 board,4
"2x5,"2x5 board,10
"2x6,"2x6 board,54
,"2x6 --COMMA--,1
coord:"I2",coord:"I2" rotation:7,1
445-447,445-447 .,1
"2x7,"2x7 board,11
"E24","E24" "U24",1
efficiency,efficiency in,1
"Djinn4","Djinn4" 0,5
Recommended,Recommended Variant",1
"HealMoveBuilding","HealMoveBuilding" (,1
,"HealMoveBuilding" "HealMoveUnit",14
25-03-2020,25-03-2020 .,1
53-54,53-54 .,2
BoardConfig:RookRight2Start,BoardConfig:RookRight2Start >,2
"Toguz,"Toguz Kumalak",1
,"Toguz Kumalak,1
,"Toguz Korgool",1
,"Toguz Kumalak_ai",1
1975:,1975: 73-76,1
"Broken,"Broken Line",1
,"Broken Line,1
,"Broken Line_ai",1
"HopDiscDouble","HopDiscDouble" (,3
,"HopDiscDouble" ),2
Bordj,Bordj Bou,1
Coskey,Coskey --COMMA--,16
coord:"I1",coord:"I1" ),3
,coord:"I1" rotation:1,1
Player:startPos,Player:startPos >,1
"E23","E23" "J23",2
,"E23" "U23",1
neighbouring,neighbouring empty,1
,neighbouring cells,1
"Sternhalma","Sternhalma" },1
racing,racing to,2
,racing move,1
range,range 1,78
,range of,6
,range 3,1
,range in,1
,range is,2
,range from,1
,range 0,12
,range --COMMA--,2
,range #1,1
,range (,1
,range on,2
,range to,1
,range immediately,1
"VerticesInCommon","VerticesInCommon" (,1
,"VerticesInCommon" #1,1
coord,coord "E7",1
,coord "D5",1
,coord "F2",4
,coord "E5",4
,coord "A3",5
,coord "G2",2
,coord "J3",2
,coord "J2",3
,coord row:0,13
,coord row:,33
,coord "A1",6
,coord "H8",2
,coord "J10",3
,coord "H10",1
,coord "F10",1
,coord "D10",1
,coord "B10",1
,coord "I9",2
,coord "G9",1
,coord "E9",1
,coord "C9",1
,coord "A9",1
,coord "J8",1
,coord "F8",1
,coord "D8",1
,coord "B8",1
,coord "C1",1
,coord "E1",3
,coord "G1",1
,coord "I1",1
,coord "B2",3
,coord "D2",1
,coord "H2",1
,coord "C3",4
,coord "E3",1
,coord "G3",1
,coord "I3",4
,coord "D1",3
,coord #1,3
,coord #2,3
,coord #3,3
,coord #4,3
,coord #5,3
,coord #6,3
,coord #7,3
,coord #8,3
,coord "A4",2
,coord "D4",2
,coord "B5",2
,coord "A5",5
,coord "A7",3
,coord "I4",7
,coord "A6",7
,coord "I5",3
,coord "A2",1
,coord "B7",1
"Conspirators","Conspirators" },1
"Lange,"Lange Puff",1
,"Lange Puff,1
feature,feature of,1
"AB31","AB31" },1
Heavenly,Heavenly Tetrarch:,1
,Heavenly Tetrarch,1
coord:"I4",coord:"I4" value:2,1
,coord:"I4" ),1
Kati",Kati" (,1
White",White" ),1
1972:,1972: 190-191,1
,1972: 306,1
,1972: 184-185,1
,1972: 181,3
"Djinn3","Djinn3" 0,6
"HasCaptured","HasCaptured" (,4
,"HasCaptured" ),6
"Schadler,"Schadler 1994",1
,"Schadler 2001",1
"RightTiger","RightTiger" Each,1
mid-twentieth,mid-twentieth century,3
"1848","1848" ),1
Abstract,Abstract Games,1
"Fetlar,"Fetlar Common",1
,"Fetlar Latin",1
mesadejuegos,mesadejuegos .,1
token,token moves,1
,token into,1
,token .,2
,token reaches,1
,token to,1
,token along,1
,token of,1
,token closer,1
"WindEast","WindEast" P1,1
,"WindEast" "WindWest",1
"Ofanfellingartafl","Ofanfellingartafl" },1
"ProtectedBy","ProtectedBy" (,1
,"ProtectedBy" Mover,1
"Pawns,"Pawns in,1
"AB30","AB30" },1
elements,elements ?,1
,elements of,1
Chinese,Chinese man,1
,Chinese culture,1
,Chinese sources,1
,Chinese Checkers,2
,Chinese promotion,1
,Chinese bureaucracy,1
,Chinese people,1
,Chinese name,1
,Chinese Wei-Qi,1
,Chinese history,1
,Chinese game,1
,Chinese board,1
,Chinese chess,2
coord:"I3",coord:"I3" ),2
,coord:"I3" value:15,1
,coord:"I3" rotation:5,1
1840:,1840: 100-102,1
,1840: 102,2
,1840: 180,1
,1840: 185-186,1
,1840: 183-184,1
,1840: 100,1
,1840: 99-100,1
1973:,1973: 189,1
"LastEdgeR-G-B","LastEdgeR-G-B" <,1
"Djinn2","Djinn2" 0,7
"Yovodji,"Yovodji is,1
than\",than\" and,1
,than\" constraints,1
"E21","E21" "U21",1
65-68,65-68 .,1
\"Why,\"Why oh,1
1=0,1=0 --COMMA--,1
"1978","1978" ),1
"BoatCounterAttackCheck","BoatCounterAttackCheck" (,2
581-583,581-583 .,1
Gaja,Gaja (,3
,Gaja moves,1
"Salta3Moon2","Salta3Moon2" ),1
,"Salta3Moon2" coord:"E9",1
growing,growing into,1
,growing these,1
follow-up,follow-up movement,1
"Pyramids","Pyramids" "Use,1
29-06-2020",29-06-2020" ),1
tab,tab to,2
,tab after,1
twelfth,twelfth point,11
,twelfth century,1
,twelfth space,1
,twelfth points,1
"Conspirateurs,"Conspirateurs is,1
tasked,tasked with,1
"Érhérhé,"Érhérhé is,1
"Djinn1","Djinn1" 0,7
"E20","E20" "U20",1
65-66,65-66 .,11
Kato",Kato" ),1
"board/war/replacement/eliminate/target","board/war/replacement/eliminate/target" ),7
centuries,centuries CE,1
,centuries .,6
,centuries BCE,1
,centuries in,1
,centuries --COMMA--,2
"PieceDidNotGoToEnemyHome","PieceDidNotGoToEnemyHome" (,3
"Shogi_ai","Shogi_ai" ),1
"1979","1979" ),2
"Opening/Open-Outer","Opening/Open-Outer" "End,1
towards,towards the,6
grasps:,grasps: krta,1
196-198,196-198 .,1
ranks,ranks of,3
,ranks (,3
,ranks 2,1
,ranks .,2
,ranks and,1
,ranks on,1
,ranks in,1
,ranks are,1
1971:,1971: 163,1
,1971: 172,2
,1971: 171-172,1
,1971: 170,3
,1971: 169",1
,1971: 180,2
,1971: 169,1
,1971: 178,2
,1971: 185,1
,1971: 173-174,1
,1971: 179,1
,1971: 177,1
,1971: 181,1
,1971: 182,2
,1971: 204,1
,1971: 168,1
,1971: 187,1
,1971: 171,1
kalahs,kalahs (,41
"FireTemp","FireTemp" ),2
,"FireTemp" (,2
safe,safe from,16
,safe --COMMA--,1
,safe as,1
,safe space,1
,safe place,1
,safe teleportations,10
,safe teleport,1
,safe teleportation,2
"NotMoverStore","NotMoverStore" (,1
,"NotMoverStore" ),1
files,files and,2
,files b,1
,files .,1
,files (,1
,files that,1
sandwiched,sandwiched between,2
"ViolentOx1","ViolentOx1" (,1
,"ViolentOx1" {,1
departure,departure destination,1
coord:"I5",coord:"I5" ),2
checkmate,checkmate the,10
,checkmate and,28
,checkmate it,2
,checkmate is,2
,checkmate their,1
,checkmate --COMMA--,4
,checkmate or,7
,checkmate other,3
,checkmate .,3
,checkmate can,1
,checkmate ),1
Holes",Holes" (,2
,Holes" <,3
,Holes" },1
,Holes" "Play/Anywhere",1
"Killer,"Killer Sudoku",1
,"Killer Sudoku,1
,"Killer Su,1
"2flags","2flags" Cell,17
balls,balls --COMMA--,1
,balls next,1
,balls .,1
,balls they've,4
,balls and,1
,balls to,1
,balls of,1
,balls within,1
,balls will,1
"Dara_ai","Dara_ai" ),1
Lance,Lance (,11
,Lance slides,1
Bamber,Bamber (,1
distinct,distinct from,1
,distinct in,2
,distinct regions,1
,distinct group,1
,distinct pattern,1
"Strategic,"Strategic Tic-Tac-Toe",1
"Katro,"Katro is,1
1=Pawn,1=Pawn .,1
"1976","1976" ),2
77-78,77-78 .,1
captures",captures" ),2
,captures" <,4
,captures" },3
,captures" "Play,3
"NoGo,"NoGo is,1
hair,hair dancing,1
,hair .,1
coord:"I8",coord:"I8" state:1,1
,coord:"I8" rotation:5,1
18x18,18x18 board,6
,18x18 board",1
,18x18 .,1
eligible,eligible spots,1
,eligible for,2
"Katra,"Katra Boaoaka",1
,"Katra Boaoaka,1
,"Katra is,1
topped,topped by,1
"Horseshoe","Horseshoe" "On-Moul-Kono",1
said,said to,23
,said --COMMA--,1
,said new,2
,said enemy,2
village,village from,1
,village to,1
,village --COMMA--,1
,village council,1
,village .,1
,village of,2
,village because,1
Babylonian,Babylonian was,1
Victory,Victory <,2
unevenly,unevenly into,1
,unevenly in,1
Raja,Raja (,9
,Raja can,7
,Raja must,2
,Raja that,1
,Raja wins,1
,Raja cannot,4
,Raja and,2
,Raja ),1
,Raja on,4
,Raja is,4
,Raja from,2
,Raja --COMMA--,6
,Raja 64,1
,Raja at,2
,Raja so,1
,Raja .,1
,Raja Babu,2
"Banaschak,"Banaschak 2001:,1
"Trespass","Trespass" },1
"OxGeneral","OxGeneral" Each,1
satisfy,satisfy {,13
,satisfy (,6
"EnPassant_Base","EnPassant_Base" <,6
,"EnPassant_Base" (,12
Raji,Raji (,1
"1977","1977" ),1
"Zurgaan,"Zurgaan Tal",1
,"Zurgaan Tal,1
,"Zurgaan Tal_ai",1
"RocMaster","RocMaster" Each,1
technically,technically stalemate,1
passive,passive (,1
,passive move,1
Exception,Exception for,1
"FlyingSwallow1","FlyingSwallow1" {,1
Pachih",Pachih" },1
HomeTrack2,HomeTrack2 >,1
Reconstruct,Reconstruct },9
coord:"I7",coord:"I7" rotation:6,1
//----------------------------,//---------------------------- (,4
captures:,captures: pawns=1,1
com/boardgame/33046/blue-nile\",com/boardgame/33046/blue-nile\" target=\"_blank\",1
"HintPositions","HintPositions" (,1
,"HintPositions" ),1
"Wazir1","Wazir1" (,3
,"Wazir1" {,2
connected",connected" <,1
Size/60",Size/60" "Board,3
sahe,sahe --COMMA--,1
				//,				// P2,2
,				// Mountain,1
,				// Forest/Shallow,1
"SubmarineTemplate2","SubmarineTemplate2" (,1
"Jungle,"Jungle is,1
coord:"N3",coord:"N3" ),2
half,half of,49
,half on,1
,half --COMMA--,9
,half .,19
,half to,3
,half the,9
,half by,2
,half right,2
,half (,2
page=The+Rule+of+Dice%2DShogi\",page=The+Rule+of+Dice%2DShogi\" target=\"_blank\",1
don't,don't know,1
,don't have,2
,don't count,1
,don't .,1
,don't contain,1
,don't mess,1
"Rabbit","Rabbit" P1,1
,"Rabbit" #1,1
,"Rabbit" Each,1
,"Rabbit" "Hand",1
,"Rabbit" P2,1
shooting,shooting range,4
Dogon,Dogon people,2
"Catapult6","Catapult6" coord:"N18",1
Gana,Gana 1991:,1
Falcon,Falcon to,1
theorists,theorists Michael,1
Western,Western Asia,2
,Western Europe,1
,Western chess,1
,Western Sahara,4
"ExtraSquare","ExtraSquare" Next,2
,"ExtraSquare" {,1
,"ExtraSquare" P1,2
,"ExtraSquare" P2,2
,"ExtraSquare" P3,1
,"ExtraSquare" P4,1
,"ExtraSquare" ),1
"Three-Player,"Three-Player Hex",1
,"Three-Player Hex,1
,"Three-Player Hex_ai",1
Westerm,Westerm Europe,1
"Dööv,"Dööv is,1
teleports,teleports right,1
ten,ten or,2
,ten holes,3
,ten no,1
,ten circles:,1
,ten pieces,2
,ten colored,1
,ten .,3
,ten notches,1
,ten times,1
,ten spaces,1
,ten points,1
,ten turns,1
,ten --COMMA--,2
,ten counters,2
,ten opposing,1
,ten moves,1
,ten horizontal,1
,ten of,2
,ten to,5
,ten dots,1
"LeftDragon","LeftDragon" Each,1
coord:"N4",coord:"N4" ),2
SE1,SE1 --COMMA--,2
"Verkehren","Verkehren" "Verkeer",1
"PreviousSites","PreviousSites" (,1
,"PreviousSites" >,7
coord:"N2",coord:"N2" ),2
SE7,SE7 --COMMA--,20
"PlayRulesPlayingScore","PlayRulesPlayingScore" (,1
,"PlayRulesPlayingScore" ),2
squares,squares arranged,2
,squares .,59
,squares --COMMA--,47
,squares and,8
,squares drawn,4
,squares of,15
,squares along,3
,squares on,16
,squares boards,1
,squares 4,1
,squares in,25
,squares are,11
,squares extend,1
,squares per,3
,squares just,1
,squares extending,2
,squares by,1
,squares connecting,1
,squares (,3
,squares 2,1
,squares as,4
,squares 28,2
,squares 28-30,2
,squares 26,1
,squares cannot,1
,squares closest,1
,squares where,1
,squares marked,5
,squares representing,1
,squares outside,1
,squares at,1
,squares which,1
,squares squares,1
,squares indicate,2
,squares around,1
,squares ;,2
,squares with,6
,squares connected,4
,squares cross,1
,squares until,1
,squares occupied,1
,squares centered,1
,squares either,1
,squares adjacent,3
,squares to,4
,squares formed,1
,squares long,2
,squares diagonally,23
,squares or,2
,squares orthogonally,3
,squares toward,1
,squares provided,1
,squares ),1
,squares \"perish,1
,squares runs,1
,squares so,1
,squares such,2
,squares like,1
,squares created,1
"Catapult7","Catapult7" coord:"F18",1
"Bangala","Bangala" },1
competent,competent opponent,4
require,require a,3
,require an,5
,require careful,1
canter,canter immediately,1
,canter (,1
,canter or,1
"SurroundCaptures","SurroundCaptures" (,1
,"SurroundCaptures" ),2
click,click it,2
,click on,2
"Coil,"Coil is,1
Circular,Circular board,1
"GreatMaster","GreatMaster" Each,1
Game,Game (,14
,Game of,7
,Game is,3
,Game rules,1
,Game boards,1
,Game Crafter,1
,Game award,1
,Game Of,1
,Game modelled,1
,Game Design,1
,Game --COMMA--,2
,Game Geek,6
,Game play,1
,Game was,1
"P30","P30" "U30",1
triple,triple sixes,1
,triple and,1
Straffin,Straffin Jr,1
Balanced,Balanced ),1
,Balanced --COMMA--,1
rounded,rounded side,1
,rounded line,1
,rounded down,1
squared,squared board,1
"Mwendo","Mwendo" (,1
"AllPiecesInFinalQuadrant","AllPiecesInFinalQuadrant" (,8
,"AllPiecesInFinalQuadrant" ),9
AtEnd,AtEnd ),1
1859:,1859: 84,1
,1859: 899,1
Variants/9x10,Variants/9x10 (,2
boardSize,boardSize >,2
Version:consequence,Version:consequence >,1
Urhobo,Urhobo people,1
same,same manner,11
,same turn,13
,same spot,18
,same arrangement,2
,same diamond,1
,same configuration,2
,same fashion,3
,same board,5
,same point,4
,same line,2
,same .,11
,same track,4
,same side,6
,same value,3
,same quadrant,7
,same space,33
,same spaces,1
,same rule,2
,same dice,2
,same player,7
,same section,2
,same way,2
,same square,3
,same number,20
,same direction,19
,same as,22
,same piece,4
,same time,5
,same but,1
,same safe,1
,same animals,1
,same row,1
,same color,9
,same corner,1
,same --COMMA--,2
,same to,1
,same rules,17
,same name,1
,same sowing,1
,same hole,3
,same play,1
,same sequence,1
,same in,1
,same stylized,1
,same moves,2
,same counters,1
,same for,2
,same design,1
,same group,2
,same straight,1
,same rank,6
,same file,4
,same cube,1
,same with,1
,same move,1
,same form,1
,same counter,2
,same stack,1
,same diagonal,1
,same game,1
,same position,1
,same colour,17
,same directions,1
,same column,1
,same six,1
,same of,3
,same pieces,1
,same team,6
,same place,1
,same type,1
,same principle,1
,same size,2
,same Author,1
,same degree,4
,same coloured,1
,same distance,2
,same magnitude,1
,same Disc,1
,same location,1
,same cell,1
,same movement,1
,same choice,1
,same scenario,1
unit's,unit's health,1
"DuploHex_ai","DuploHex_ai" ),1
"DePaulis,"DePaulis 1998:,1
Hardened,Hardened Resolve,5
"L'attaque,"L'attaque was,1
connect,connect the,2
,connect points,1
,connect holes,2
,connect one,1
,connect his,5
,connect their,10
,connect two,2
,connect all,13
,connect any,2
,connect three,1
,connect and,1
,connect one's,1
,connect your,1
,connect to,1
,connect dots,1
,connect .,1
hand,hand P1,24
,hand .,7
,hand onto,1
,hand P2,3
,hand Each,362
,hand and,3
,hand row,2
,hand Placement,15
,hand corner,2
,hand Shared,13
,hand end,2
,hand side,6
,hand --COMMA--,9
,hand it,1
,hand the,1
,hand of,2
,hand holds,1
,hand holding,1
,hand P3,2
,hand track,1
,hand hole,2
,hand >,1
,hand on,1
,hand to,3
,hand until,1
,hand where,1
,hand game,3
,hand is,2
,hand must,1
,hand then,1
,hand out,1
,hand gestures,1
,hand sign,1
"EarthGeneral","EarthGeneral" Each,2
,"EarthGeneral" P1,1
,"EarthGeneral" P2,1
"SubmarineTemplate1","SubmarineTemplate1" (,1
